,datetime_of_infraction,time_of_infraction,year,month,day,infraction_code,infraction_description,set_fine_amount,location2,province,latitude,longitude,permit_time_restrictions,fee_related,time_related,plate_related,fire_route,accessible_related,commercial_related,obstruction_related,cycle_related
700000,2018-12-10 11:47:00,11:47:00,2018,12,10,362.0,STND ACCESSIBLE LOAD NOT DRP/O,450,"40 ORCHARD VIEW BLVD, TORONTO, ON, CANADA",ON,43.7083798,-79.4000683,0,0,0,0,0,0,0,0,0
702000,2018-12-12 15:43:00,15:43:00,2018,12,12,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"74 FRASER AVE, TORONTO, ON, CANADA",ON,43.63858105,-79.4247505222261,0,1,0,0,0,0,0,0,0
704000,2018-12-15 09:27:00,09:27:00,2018,12,15,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"388 CARLAW AVE, TORONTO, ON, CANADA",ON,43.6663562,-79.3429711,0,1,0,0,0,0,0,0,0
706000,2018-12-18 00:33:00,00:33:00,2018,12,18,336.0,PARK-FAIL TO DISPLAY PERMIT,30,"51 WASCANA AVE, TORONTO, ON, CANADA",ON,43.6580996,-79.35716803333334,0,0,0,0,0,0,0,0,0
708000,2018-12-20 09:13:00,09:13:00,2018,12,20,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"56 TEMPERANCE ST, TORONTO, ON, CANADA",ON,43.650509,-79.381733,0,0,1,0,0,0,0,0,0
710000,2018-12-22 20:36:00,20:36:00,2018,12,22,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"ROLLING MILLS RD, TORONTO, ON, CANADA",ON,43.6537456,-79.3561022,1,0,0,0,0,0,0,0,0
712000,2018-12-27 15:57:00,15:57:00,2018,12,27,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"SIMCOE ST, TORONTO, ON, CANADA",ON,43.6554459,-79.3895253,1,0,0,0,0,0,0,0,0
714000,2018-12-30 17:18:00,17:18:00,2018,12,30,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"118 YORKVILLE AVE, TORONTO, ON, CANADA",ON,43.67089185,-79.39366828808289,0,1,0,0,0,0,0,0,0
716000,2018-05-19 03:57:00,03:57:00,2018,5,19,3.0,PARK ON PRIVATE PROPERTY,30,"75 EAST LIBERTY ST, TORONTO, ON, CANADA",ON,43.6379927,-79.41476910085089,1,0,0,0,0,0,0,0,0
718000,2018-05-22 17:29:00,17:29:00,2018,5,22,3.0,PARK ON PRIVATE PROPERTY,30,"7 CAMERON ST, TORONTO, ON, CANADA",ON,43.648812285714286,-79.39739181632653,1,0,0,0,0,0,0,0,0
720000,2018-05-25 13:17:00,13:17:00,2018,5,25,406.0,PARK-VEH. W/O VALID ONT PLATE,40,"100 WINGARDEN CRT, TORONTO, ON, CANADA",ON,43.8118096,-79.2266158,0,0,0,1,0,0,0,0,0
722000,2018-05-28 09:57:00,09:57:00,2018,5,28,3.0,PARK ON PRIVATE PROPERTY,30,"45 LISGAR ST, TORONTO, ON, CANADA",ON,43.64199795,-79.42280731571844,1,0,0,0,0,0,0,0,0
724000,2018-05-30 20:19:00,20:19:00,2018,5,30,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"5449 YONGE ST, TORONTO, ON, CANADA",ON,43.7772986,-79.4145885,1,0,0,0,0,0,0,0,0
726000,2018-06-02 19:56:00,19:56:00,2018,6,2,406.0,PARK-VEH. W/O VALID ONT PLATE,40,"RICHMOND ST W, TORONTO, ON, CANADA",ON,43.6500845,-79.3862758,0,0,0,1,0,0,0,0,0
728000,2018-06-05 17:24:00,17:24:00,2018,6,5,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"40 ORCHARD VIEW BLVD, TORONTO, ON, CANADA",ON,43.7083798,-79.4000683,0,0,1,0,0,0,0,0,0
730000,2018-06-08 11:34:00,11:34:00,2018,6,8,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"309 SPADINA AVE, TORONTO, ON, CANADA",ON,43.6537895,-79.3980881,0,1,0,0,0,0,0,0,0
732000,2018-06-11 10:12:00,10:12:00,2018,6,11,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"56 ABERFOYLE CRES, TORONTO, ON, CANADA",ON,43.6460954,-79.5229927,0,0,1,0,0,0,0,0,0
734000,2018-06-13 23:04:00,23:04:00,2018,6,13,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"186 OSSINGTON AVE, TORONTO, ON, CANADA",ON,43.64843075,-79.42072365736924,0,1,0,0,0,0,0,0,0
736000,2018-06-16 12:52:00,12:52:00,2018,6,16,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"24 BELLAIR ST, TORONTO, ON, CANADA",ON,43.6707065,-79.391213,0,0,1,0,0,0,0,0,0
738000,2018-06-19 12:03:00,12:03:00,2018,6,19,415.0,PARK COMMERC LOAD ZONE NOT LDG,40,"96 ST PATRICK ST, TORONTO, ON, CANADA",ON,43.65287425,-79.389811825,0,0,0,0,0,0,1,0,0
740000,2018-06-21 17:49:00,17:49:00,2018,6,21,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"2100 BLOOR ST W, TORONTO, ON, CANADA",ON,43.6523743,-79.4713453,0,0,1,0,0,0,0,0,0
742000,2018-06-24 15:51:00,15:51:00,2018,6,24,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"2277 BLOOR ST W, TORONTO, ON, CANADA",ON,43.6504895,-79.4785724,0,1,0,0,0,0,0,0,0
744000,2018-06-27 02:22:00,02:22:00,2018,6,27,3.0,PARK ON PRIVATE PROPERTY,30,"70 FOREST MANOR RD, TORONTO, ON, CANADA",ON,43.7750174,-79.3461257,1,0,0,0,0,0,0,0,0
746000,2018-06-29 17:34:00,17:34:00,2018,6,29,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"825 ADELAIDE ST W, TORONTO, ON, CANADA",ON,43.64355035,-79.41069780000001,1,0,0,0,0,0,0,0,0
748000,2018-07-03 15:11:00,15:11:00,2018,7,3,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"423 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6488419,-79.3952423,0,0,1,0,0,0,0,0,0
750000,2018-07-06 08:20:00,08:20:00,2018,7,6,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"450 SPADINA AVE, TORONTO, ON, CANADA",ON,43.657146999999995,-79.400014,0,1,0,0,0,0,0,0,0
752000,2018-07-09 11:42:00,11:42:00,2018,7,9,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"17 ANNDALE DR, TORONTO, ON, CANADA",ON,43.7605126,-79.4069332,1,0,0,0,0,0,0,0,0
754000,2018-07-12 03:50:00,03:50:00,2018,7,12,3.0,PARK ON PRIVATE PROPERTY,30,"812 LANSDOWNE AVE, TORONTO, ON, CANADA",ON,43.6652415,-79.4460508,1,0,0,0,0,0,0,0,0
756000,2018-07-14 21:34:00,21:34:00,2018,7,14,3.0,PARK ON PRIVATE PROPERTY,30,"5 HANNA AVE, TORONTO, ON, CANADA",ON,43.63737535,-79.41833894922632,1,0,0,0,0,0,0,0,0
758000,2018-07-17 17:00:00,17:00:00,2018,7,17,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"912 BLOOR ST W, TORONTO, ON, CANADA",ON,43.6619178,-79.4264967,0,0,1,0,0,0,0,0,0
760000,2018-07-20 09:08:00,09:08:00,2018,7,20,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"170 ELIZABETH ST, TORONTO, ON, CANADA",ON,43.657087,-79.386051,0,0,1,0,0,0,0,0,0
762000,2018-07-23 10:10:00,10:10:00,2018,7,23,312.0,PARKING MACH-NOT USED/NO FEE,30,"265 DURIE ST, TORONTO, ON, CANADA",ON,43.65197646909091,-79.47933321818182,0,1,0,0,0,0,0,0,0
764000,2018-07-25 18:05:00,18:05:00,2018,7,25,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"80 WESTERN BATTERY RD, TORONTO, ON, CANADA",ON,43.6392733,-79.4143231,0,1,0,0,0,0,0,0,0
766000,2018-07-28 12:42:00,12:42:00,2018,7,28,29.0,PARK PROHIBITED TIME NO PERMIT,30,"35 WHITEWOOD RD, TORONTO, ON, CANADA",ON,43.7038741,-79.3756175,1,0,1,0,0,0,0,0,0
768000,2018-07-31 12:17:00,12:17:00,2018,7,31,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"2 BERTI ST, TORONTO, ON, CANADA",ON,43.6523339,-79.3764042,0,0,1,0,0,0,0,0,0
770000,2018-08-02 20:51:00,20:51:00,2018,8,2,29.0,PARK PROHIBITED TIME NO PERMIT,30,"80 LYNN WILLIAMS ST, TORONTO, ON, CANADA",ON,43.639314299999995,-79.41657699446372,1,0,1,0,0,0,0,0,0
772000,2018-08-05 15:07:00,15:07:00,2018,8,5,29.0,PARK PROHIBITED TIME NO PERMIT,30,"20 DENISON SQ, TORONTO, ON, CANADA",ON,43.6538627,-79.4018233,1,0,1,0,0,0,0,0,0
774000,2018-08-08 22:49:00,22:49:00,2018,8,8,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"130 PEARL ST, TORONTO, ON, CANADA",ON,43.648047,-79.386566,1,0,0,0,0,0,0,0,0
776000,2018-08-11 19:18:00,19:18:00,2018,8,11,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"42 CHARLES ST E, TORONTO, ON, CANADA",ON,43.669416,-79.3842210275359,0,0,1,0,0,0,0,0,0
778000,2018-08-14 16:47:00,16:47:00,2018,8,14,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"WELLINGTON ST W, TORONTO, ON, CANADA",ON,43.6418702,-79.405991,0,1,0,0,0,0,0,0,0
780000,2018-08-17 11:05:00,11:05:00,2018,8,17,29.0,PARK PROHIBITED TIME NO PERMIT,30,"PATON RD, TORONTO, ON, CANADA",ON,43.6606124,-79.4436911,1,0,1,0,0,0,0,0,0
782000,2018-08-20 09:04:00,09:04:00,2018,8,20,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"LA PLANTE AVE, TORONTO, ON, CANADA",ON,43.6591927,-79.3860233,0,0,1,0,0,0,0,0,0
784000,2018-08-23 03:11:00,03:11:00,2018,8,23,3.0,PARK ON PRIVATE PROPERTY,30,"125 VILLAGE GREEN SQ, TORONTO, ON, CANADA",ON,43.7774165,-79.2812115,1,0,0,0,0,0,0,0,0
786000,2018-08-25 15:06:00,15:06:00,2018,8,25,3.0,PARK ON PRIVATE PROPERTY,30,"7 CRESCENT PL, TORONTO, ON, CANADA",ON,43.6952088,-79.2921796,1,0,0,0,0,0,0,0,0
788000,2018-08-28 13:52:00,13:52:00,2018,8,28,29.0,PARK PROHIBITED TIME NO PERMIT,30,"52 FREDERICK ST, TORONTO, ON, CANADA",ON,43.6511052,-79.3695073,1,0,1,0,0,0,0,0,0
790000,2018-08-30 20:24:00,20:24:00,2018,8,30,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"2401 YONGE ST, TORONTO, ON, CANADA",ON,43.7100897,-79.3989098,1,0,0,0,0,0,0,0,0
792000,2018-09-02 17:54:00,17:54:00,2018,9,2,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"JAMES ST, TORONTO, ON, CANADA",ON,43.6540378,-79.3814922,0,1,0,0,0,0,0,0,0
794000,2018-09-06 03:10:00,03:10:00,2018,9,6,3.0,PARK ON PRIVATE PROPERTY,30,"8 ROSEBANK DR, TORONTO, ON, CANADA",ON,43.791899,-79.2373615,1,0,0,0,0,0,0,0,0
796000,2018-09-08 15:28:00,15:28:00,2018,9,8,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"150 GERRARD ST W, TORONTO, ON, CANADA",ON,43.6581023,-79.3879399,0,1,0,0,0,0,0,0,0
798000,2018-09-11 13:55:00,13:55:00,2018,9,11,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"14 TEMPERANCE ST, TORONTO, ON, CANADA",ON,43.650967263157895,-79.3795677368421,0,0,1,0,0,0,0,0,0
800000,2018-09-14 00:32:00,00:32:00,2018,9,14,3.0,PARK ON PRIVATE PROPERTY,30,"111 RIDELLE AVE, TORONTO, ON, CANADA",ON,43.7044745,-79.4386861,1,0,0,0,0,0,0,0,0
802000,2018-09-17 02:02:00,02:02:00,2018,9,17,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"WELLINGTON ST W, TORONTO, ON, CANADA",ON,43.6418702,-79.405991,0,0,1,0,0,0,0,0,0
804000,2018-09-19 16:45:00,16:45:00,2018,9,19,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"80 WESTERN BATTERY RD, TORONTO, ON, CANADA",ON,43.6392733,-79.4143231,1,0,0,0,0,0,0,0,0
806000,2018-09-22 08:11:00,08:11:00,2018,9,22,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"EASTERN AVE, TORONTO, ON, CANADA",ON,43.6586497,-79.337798,0,1,0,0,0,0,0,0,0
808000,2018-09-24 18:23:00,18:23:00,2018,9,24,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"CHURCH ST, TORONTO, ON, CANADA",ON,43.654823,-79.37644,1,0,0,0,0,0,0,0,0
810000,2018-09-27 11:37:00,11:37:00,2018,9,27,417.0,STAND VEH.-PSGR LD ZN LD/UNLD,60,"140 SIMCOE ST, TORONTO, ON, CANADA",ON,43.6554459,-79.3895253,0,0,0,0,0,0,0,1,0
812000,2018-01-01 16:08:00,16:08:00,2018,1,1,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"20 EDWARD ST, TORONTO, ON, CANADA",ON,43.6570527,-79.38232911738083,1,0,0,0,0,0,0,0,0
814000,2018-01-04 16:27:00,16:27:00,2018,1,4,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"1095 QUEEN ST E, TORONTO, ON, CANADA",ON,43.6618742,-79.3359842,0,0,1,0,0,0,0,0,0
816000,2018-01-08 17:32:00,17:32:00,2018,1,8,406.0,PARK-VEH. W/O VALID ONT PLATE,40,"81 ELIZABETH ST, TORONTO, ON, CANADA",ON,43.65419935,-79.3845203625,0,0,0,1,0,0,0,0,0
818000,2018-01-11 10:32:00,10:32:00,2018,1,11,415.0,PARK COMMERC LOAD ZONE NOT LDG,40,"130 CUMBERLAND ST, TORONTO, ON, CANADA",ON,43.6701592,-79.39219419999999,0,0,0,0,0,0,1,0,0
820000,2018-01-14 19:59:00,19:59:00,2018,1,14,192.0,STAND SIGNED TRANSIT STOP,150,"1984 QUEEN ST E, TORONTO, ON, CANADA",ON,43.6701759,-79.3006097790263,0,0,0,0,0,0,0,1,0
822000,2018-01-17 16:20:00,16:20:00,2018,1,17,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"1190 ST CLAIR AVE W, TORONTO, ON, CANADA",ON,43.6778952,-79.4440307,0,0,1,0,0,0,0,0,0
824000,2018-01-20 02:49:00,02:49:00,2018,1,20,3.0,PARK ON PRIVATE PROPERTY,30,"100 WINGARDEN CRT, TORONTO, ON, CANADA",ON,43.8118096,-79.2266158,1,0,0,0,0,0,0,0,0
826000,2018-01-22 21:53:00,21:53:00,2018,1,22,3.0,PARK ON PRIVATE PROPERTY,30,"85 QUEENS WHARF RD, TORONTO, ON, CANADA",ON,43.6389666,-79.39852800105268,1,0,0,0,0,0,0,0,0
828000,2018-01-25 12:49:00,12:49:00,2018,1,25,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"165 GRANGE AVE, TORONTO, ON, CANADA",ON,43.6508952,-79.40135909072545,1,0,0,0,0,0,0,0,0
830000,2018-01-27 21:34:00,21:34:00,2018,1,27,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"2395 YONGE ST, TORONTO, ON, CANADA",QC,43.7100235,-79.398874,1,0,0,0,0,0,0,0,0
832000,2018-01-31 03:37:00,03:37:00,2018,1,31,3.0,PARK ON PRIVATE PROPERTY,30,"20 BRUYERES MEWS, TORONTO, ON, CANADA",ON,43.6373046,-79.4004642,1,0,0,0,0,0,0,0,0
834000,2018-02-03 01:41:00,01:41:00,2018,2,3,8.0,STAND VEH.-PROHIBIT TIME/DAY,60,"1162 WESTON RD, TORONTO, ON, CANADA",ON,43.687188469751504,-79.49035601065614,0,0,1,0,0,0,0,0,0
836000,2018-02-06 12:12:00,12:12:00,2018,2,6,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"150 GERRARD ST W, TORONTO, ON, CANADA",ON,43.6581023,-79.3879399,1,0,0,0,0,0,0,0,0
838000,2018-02-09 14:31:00,14:31:00,2018,2,9,406.0,PARK-VEH. W/O VALID ONT PLATE,40,"1 DUPLEX AVE, TORONTO, ON, CANADA",ON,43.7795621,-79.4173475,0,0,0,1,0,0,0,0,0
840000,2018-02-13 07:19:00,07:19:00,2018,2,13,29.0,PARK PROHIBITED TIME NO PERMIT,30,"11 SELBY ST, TORONTO, ON, CANADA",ON,43.67119614285714,-79.37722857142857,1,0,1,0,0,0,0,0,0
842000,2018-02-15 14:46:00,14:46:00,2018,2,15,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"668 QUEEN ST W, TORONTO, ON, CANADA",ON,43.6466839,-79.4071318,0,1,0,0,0,0,0,0,0
844000,2018-02-18 00:55:00,00:55:00,2018,2,18,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"111 RAGLAN AVE, TORONTO, ON, CANADA",ON,43.6866001,-79.42066459330482,1,0,0,0,0,0,0,0,0
846000,2018-02-21 11:19:00,11:19:00,2018,2,21,3.0,PARK ON PRIVATE PROPERTY,30,"352 FRONT ST W, TORONTO, ON, CANADA",ON,43.64356915,-79.39218545841459,1,0,0,0,0,0,0,0,0
848000,2018-02-23 21:00:00,21:00:00,2018,2,23,29.0,PARK PROHIBITED TIME NO PERMIT,30,"111 SUNNYSIDE AVE, TORONTO, ON, CANADA",ON,43.64114655,-79.44913220930616,1,0,1,0,0,0,0,0,0
850000,2018-02-26 13:40:00,13:40:00,2018,2,26,3.0,PARK ON PRIVATE PROPERTY,30,"2075 BAYVIEW AVE, TORONTO, ON, CANADA",ON,43.7219965,-79.3728068,1,0,0,0,0,0,0,0,0
852000,2018-03-01 10:43:00,10:43:00,2018,3,1,29.0,PARK PROHIBITED TIME NO PERMIT,30,"26 HIBERNIA AVE, TORONTO, ON, CANADA",ON,43.6713462,-79.455634,1,0,1,0,0,0,0,0,0
854000,2018-03-03 22:20:00,22:20:00,2018,3,3,29.0,PARK PROHIBITED TIME NO PERMIT,30,"11 ST JOSEPH ST, TORONTO, ON, CANADA",ON,43.66575,-79.386053,1,0,1,0,0,0,0,0,0
856000,2018-03-06 14:10:00,14:10:00,2018,3,6,367.0,STND ONSTRT ACCESSIBLE NO PRMT,450,"40 ORCHARD VIEW BLVD, TORONTO, ON, CANADA",ON,43.7083798,-79.4000683,0,0,0,0,0,1,0,0,0
858000,2018-03-09 03:37:00,03:37:00,2018,3,9,2.0,PARK - LONGER THAN 3 HOURS,15,"270 MANITOBA ST, TORONTO, ON, CANADA",ON,43.6241643,-79.4896823,0,0,1,0,0,0,0,0,0
860000,2018-03-11 17:25:00,17:25:00,2018,3,11,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"1067 ST CLAIR AVE W, TORONTO, ON, CANADA",ON,43.67868175454545,-79.43917095454545,0,1,0,0,0,0,0,0,0
862000,2018-03-14 11:36:00,11:36:00,2018,3,14,3.0,PARK ON PRIVATE PROPERTY,30,"199 RICHMOND ST W, TORONTO, ON, CANADA",ON,43.649487449999995,-79.38813072888891,1,0,0,0,0,0,0,0,0
864000,2018-03-17 02:03:00,02:03:00,2018,3,17,29.0,PARK PROHIBITED TIME NO PERMIT,30,"60 JOE SHUSTER WAY, TORONTO, ON, CANADA",ON,43.6406255,-79.42606581127569,1,0,1,0,0,0,0,0,0
866000,2018-03-19 13:43:00,13:43:00,2018,3,19,16.0,PARK-WITHIN 9M INTERSECT ROAD,50,"123 EDWARD ST, TORONTO, ON, CANADA",ON,43.6556316,-79.3870028,0,0,0,0,0,0,0,1,0
868000,2018-03-21 20:30:00,20:30:00,2018,3,21,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"20 EDWARD ST, TORONTO, ON, CANADA",ON,43.6570527,-79.38232911738083,1,0,0,0,0,0,0,0,0
870000,2018-03-24 08:58:00,08:58:00,2018,3,24,29.0,PARK PROHIBITED TIME NO PERMIT,30,"95 ORCHARD VIEW BLVD, TORONTO, ON, CANADA",ON,43.707424853333336,-79.40196599333333,1,0,1,0,0,0,0,0,0
872000,2018-03-27 00:11:00,00:11:00,2018,3,27,29.0,PARK PROHIBITED TIME NO PERMIT,30,"20 ROSELAWN AVE, TORONTO, ON, CANADA",ON,43.7109498,-79.3995276,1,0,1,0,0,0,0,0,0
874000,2018-03-29 18:03:00,18:03:00,2018,3,29,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"60 ST CLAIR AVE E, TORONTO, ON, CANADA",ON,43.6888349,-79.3911184,0,0,1,0,0,0,0,0,0
876000,2018-04-03 00:22:00,00:22:00,2018,4,3,29.0,PARK PROHIBITED TIME NO PERMIT,30,"30 CHARLES ST E, TORONTO, ON, CANADA",ON,43.6691821,-79.38478604258898,1,0,1,0,0,0,0,0,0
878000,2018-04-05 12:32:00,12:32:00,2018,4,5,3.0,PARK ON PRIVATE PROPERTY,30,"199 RICHMOND ST W, TORONTO, ON, CANADA",MD,43.649487449999995,-79.38813072888891,1,0,0,0,0,0,0,0,0
880000,2018-04-07 21:09:00,21:09:00,2018,4,7,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"118 YORKVILLE AVE, TORONTO, ON, CANADA",NS,43.67089185,-79.39366828808289,0,1,0,0,0,0,0,0,0
882000,2018-04-10 11:21:00,11:21:00,2018,4,10,415.0,PARK COMMERC LOAD ZONE NOT LDG,40,"24 BELLAIR ST, TORONTO, ON, CANADA",ON,43.6707065,-79.391213,0,0,0,0,0,0,1,0,0
884000,2018-04-12 18:35:00,18:35:00,2018,4,12,29.0,PARK PROHIBITED TIME NO PERMIT,30,"50 LYNN WILLIAMS ST, TORONTO, ON, CANADA",ON,43.6392081,-79.415299,1,0,1,0,0,0,0,0,0
886000,2018-04-16 16:57:00,16:57:00,2018,4,16,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"42 CHARLES ST E, TORONTO, ON, CANADA",ON,43.669416,-79.3842210275359,0,0,1,0,0,0,0,0,0
888000,2018-04-19 13:55:00,13:55:00,2018,4,19,30.0,STOP-(ON/OVER) (SIDEWK/FTPATH),150,"200 ROBERT ST, TORONTO, ON, CANADA",ON,43.663045833333335,-79.40418274074075,0,0,1,0,0,0,0,1,0
890000,2018-04-21 20:17:00,20:17:00,2018,4,21,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"15 MARINE PARADE DR, TORONTO, ON, CANADA",PA,43.6291063,-79.47541067335007,1,0,0,0,0,0,0,0,0
892000,2018-04-24 12:29:00,12:29:00,2018,4,24,9.0,STOP-SIGNED HWY-PROHIBIT TM/DY,60,"42 CHARLES ST E, TORONTO, ON, CANADA",ON,43.669416,-79.3842210275359,0,0,1,0,0,0,0,0,0
894000,2018-04-26 20:51:00,20:51:00,2018,4,26,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"110 ELM ST, TORONTO, ON, CANADA",ON,43.6573445,-79.3842414,0,1,0,0,0,0,0,0,0
896000,2018-04-29 22:29:00,22:29:00,2018,4,29,2.0,PARK - LONGER THAN 3 HOURS,15,"273 BROADVIEW AVE, TORONTO, ON, CANADA",ON,43.66357488333333,-79.3516248,0,0,1,0,0,0,0,0,0
898000,2018-05-02 12:19:00,12:19:00,2018,5,2,415.0,PARK COMMERC LOAD ZONE NOT LDG,40,"43 HAZELTON AVE, TORONTO, ON, CANADA",ON,43.671989458333336,-79.39341883333333,0,0,0,0,0,0,1,0,0
900000,2018-05-05 00:18:00,00:18:00,2018,5,5,29.0,PARK PROHIBITED TIME NO PERMIT,30,"50 ALEXANDER ST, TORONTO, ON, CANADA",ON,43.66379125,-79.38112534999999,1,0,1,0,0,0,0,0,0
902000,2018-05-08 03:39:00,03:39:00,2018,5,8,3.0,PARK ON PRIVATE PROPERTY,30,"40 HOMEWOOD AVE, TORONTO, ON, CANADA",ON,43.66422685,-79.3755254055545,1,0,0,0,0,0,0,0,0
904000,2018-05-10 12:10:00,12:10:00,2018,5,10,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"2323 BLOOR ST W, TORONTO, ON, CANADA",ON,43.650166799999994,-79.47996092,0,1,0,0,0,0,0,0,0
906000,2018-05-12 21:49:00,21:49:00,2018,5,12,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"150 GERRARD ST W, TORONTO, ON, CANADA",ON,43.6581023,-79.3879399,1,0,0,0,0,0,0,0,0
908000,2018-05-15 18:20:00,18:20:00,2018,5,15,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"15 MARINE PARADE DR, TORONTO, ON, CANADA",ON,43.6291063,-79.47541067335007,0,1,0,0,0,0,0,0,0
910000,2019-11-25 14:25:00,14:25:00,2019,11,25,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"500 RICHMOND ST W, TORONTO, ON, CANADA",ON,43.647444,-79.39929,1,0,0,0,0,0,0,0,0
912000,2019-11-27 21:34:00,21:34:00,2019,11,27,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"2400 YONGE ST, TORONTO, ON, CANADA",ON,43.70976496521739,-79.39921122608695,0,1,0,0,0,0,0,0,0
914000,2019-11-30 11:32:00,11:32:00,2019,11,30,5.0,PARK-SIGNED HWY-PROHIBIT DY/TM,50,"78 HARRISON GARDEN BLVD, TORONTO, ON, CANADA",ON,43.7560211,-79.40718308064227,1,0,0,0,0,0,0,0,0
916000,2019-12-03 17:31:00,17:31:00,2019,12,3,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"607 SAMMON AVE, TORONTO, ON, CANADA",ON,43.68904451034483,-79.32364098965517,0,1,0,0,0,0,0,0,0
918000,2019-12-06 09:44:00,09:44:00,2019,12,6,29.0,PARK PROHIBITED TIME NO PERMIT,30,"39 SUNNYSIDE AVE, TORONTO, ON, CANADA",ON,43.64030035,-79.44869637000001,1,0,1,0,0,0,0,0,0
920000,2019-12-08 20:41:00,20:41:00,2019,12,8,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"55 CENTRE AVE, TORONTO, ON, CANADA",ON,43.6544937,-79.3866913,0,1,0,0,0,0,0,0,0
922000,2019-12-11 09:54:00,09:54:00,2019,12,11,29.0,PARK PROHIBITED TIME NO PERMIT,30,"68 DURIE ST, TORONTO, ON, CANADA",ON,43.6482012,-79.4772839,1,0,1,0,0,0,0,0,0
924000,2019-12-13 18:22:00,18:22:00,2019,12,13,403.0,STOP-SIGNED HIGHWAY-RUSH HOUR,150,"720 KING ST W, TORONTO, ON, CANADA",ON,43.6437347,-79.4042468,0,0,1,0,0,0,0,0,0
926000,2019-12-16 13:44:00,13:44:00,2019,12,16,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"PHIPPS ST, TORONTO, ON, CANADA",ON,43.6652166,-79.3864677,0,1,0,0,0,0,0,0,0
928000,2019-12-18 20:00:00,20:00:00,2019,12,18,207.0,PARK MACHINE-REQD FEE NOT PAID,30,"5505 YONGE ST, TORONTO, ON, CANADA",ON,43.778034,-79.4149283,0,1,0,0,0,0,0,0,0
930000,2019-12-21 12:54:00,12:54:00,2019,12,21,8.0,STAND VEH.-PROHIBIT TIME/DAY,100,"1033 BAY ST, TORONTO, ON, CANADA",ON,43.6659781,-79.3875905,0,0,1,0,0,0,0,0,0
